-------------------- data/rand_input.txt --------------------
qs,10000,0
qs,10000,0
qs,10000,0
qs,40000,15625
qs,40000,0
qs,40000,0
qs,160000,15625
qs,160000,15625
qs,160000,15625
qs,640000,109375
qs,640000,93750
qs,640000,109375
qs,2560000,468750
qs,2560000,484375
qs,2560000,421875
